,Statistic Label,CensusYear,County,Sex,UNIT,VALUE
1353,Population at Each Census,1891,Monaghan,Both sexes,Number,86206
1354,Population at Each Census,1891,Donegal,Both sexes,Number,185635
1355,Population at Each Census,1891,State,Both sexes,Number,3468694
1356,Population at Each Census,1891,Carlow,Both sexes,Number,40936
1357,Population at Each Census,1891,Dublin,Both sexes,Number,419216
1358,Population at Each Census,1891,Kildare,Both sexes,Number,70206
1359,Population at Each Census,1891,Kilkenny,Both sexes,Number,87261
1360,Population at Each Census,1891,Laois,Both sexes,Number,64883
1361,Population at Each Census,1891,Longford,Both sexes,Number,52647
1362,Population at Each Census,1891,Louth,Both sexes,Number,71038
1363,Population at Each Census,1891,Meath,Both sexes,Number,76987
1364,Population at Each Census,1891,Sligo,Both sexes,Number,98013
1365,Population at Each Census,1891,Westmeath,Both sexes,Number,65109
1366,Population at Each Census,1891,Offaly,Both sexes,Number,65563
1367,Population at Each Census,1891,Galway,Both sexes,Number,214712
1368,Population at Each Census,1891,Waterford,Both sexes,Number,98251
1369,Population at Each Census,1891,Tipperary,Both sexes,Number,173188
1370,Population at Each Census,1891,Limerick,Both sexes,Number,158912
1371,Population at Each Census,1891,Leitrim,Both sexes,Number,78618
1372,Population at Each Census,1891,Cork,Both sexes,Number,438432
1373,Population at Each Census,1891,Clare,Both sexes,Number,124483
1374,Population at Each Census,1891,Wicklow,Both sexes,Number,62136
1375,Population at Each Census,1891,Wexford,Both sexes,Number,111778
1376,Population at Each Census,1891,Kerry,Both sexes,Number,179136
1377,Population at Each Census,1892,Monaghan,Both sexes,Number,0
1378,Population at Each Census,1892,Kerry,Both sexes,Number,0
1379,Population at Each Census,1892,Cavan,Both sexes,Number,0
1380,Population at Each Census,1892,Sligo,Both sexes,Number,0
1381,Population at Each Census,1892,Roscommon,Both sexes,Number,0
1382,Population at Each Census,1892,Leitrim,Both sexes,Number,0
1383,Population at Each Census,1892,Galway,Both sexes,Number,0
1384,Population at Each Census,1892,Waterford,Both sexes,Number,0
1385,Population at Each Census,1892,Tipperary,Both sexes,Number,0
1386,Population at Each Census,1892,Limerick,Both sexes,Number,0
1387,Population at Each Census,1892,Donegal,Both sexes,Number,0
1388,Population at Each Census,1892,Mayo,Both sexes,Number,0
1389,Population at Each Census,1892,Wicklow,Both sexes,Number,0
1390,Population at Each Census,1892,Clare,Both sexes,Number,0
1391,Population at Each Census,1892,State,Both sexes,Number,0
1392,Population at Each Census,1892,Carlow,Both sexes,Number,0
1393,Population at Each Census,1892,Dublin,Both sexes,Number,0
1394,Population at Each Census,1892,Kildare,Both sexes,Number,0
1395,Population at Each Census,1892,Kilkenny,Both sexes,Number,0
1396,Population at Each Census,1892,Cork,Both sexes,Number,0
1397,Population at Each Census,1892,Longford,Both sexes,Number,0
1398,Population at Each Census,1892,Louth,Both sexes,Number,0
1399,Population at Each Census,1892,Meath,Both sexes,Number,0
1400,Population at Each Census,1892,Offaly,Both sexes,Number,0
1401,Population at Each Census,1892,Westmeath,Both sexes,Number,0
1402,Population at Each Census,1892,Laois,Both sexes,Number,0
1403,Population at Each Census,1892,Wexford,Both sexes,Number,0
1404,Population at Each Census,1893,Kerry,Both sexes,Number,0
1405,Population at Each Census,1893,Limerick,Both sexes,Number,0
1406,Population at Each Census,1893,Tipperary,Both sexes,Number,0
1407,Population at Each Census,1893,Leitrim,Both sexes,Number,0
1408,Population at Each Census,1893,Galway,Both sexes,Number,0
1409,Population at Each Census,1893,Cork,Both sexes,Number,0
1410,Population at Each Census,1893,Mayo,Both sexes,Number,0
1411,Population at Each Census,1893,Roscommon,Both sexes,Number,0
1412,Population at Each Census,1893,Sligo,Both sexes,Number,0
1413,Population at Each Census,1893,Waterford,Both sexes,Number,0
1414,Population at Each Census,1893,Clare,Both sexes,Number,0
1415,Population at Each Census,1893,Westmeath,Both sexes,Number,0
1416,Population at Each Census,1893,Wexford,Both sexes,Number,0
1417,Population at Each Census,1893,Offaly,Both sexes,Number,0
1418,Population at Each Census,1893,Meath,Both sexes,Number,0
1419,Population at Each Census,1893,Louth,Both sexes,Number,0
1420,Population at Each Census,1893,Laois,Both sexes,Number,0
1421,Population at Each Census,1893,Kilkenny,Both sexes,Number,0
1422,Population at Each Census,1893,Kildare,Both sexes,Number,0
1423,Population at Each Census,1893,Dublin,Both sexes,Number,0
1424,Population at Each Census,1893,Carlow,Both sexes,Number,0
1425,Population at Each Census,1893,State,Both sexes,Number,0
1426,Population at Each Census,1893,Wicklow,Both sexes,Number,0
1427,Population at Each Census,1893,Longford,Both sexes,Number,0
1428,Population at Each Census,1893,Donegal,Both sexes,Number,0
1429,Population at Each Census,1893,Cavan,Both sexes,Number,0
1430,Population at Each Census,1893,Monaghan,Both sexes,Number,0
1431,Population at Each Census,1894,Galway,Both sexes,Number,0
1432,Population at Each Census,1894,Monaghan,Both sexes,Number,0
1433,Population at Each Census,1894,Donegal,Both sexes,Number,0
1434,Population at Each Census,1894,Cavan,Both sexes,Number,0
1435,Population at Each Census,1894,Sligo,Both sexes,Number,0
1436,Population at Each Census,1894,Roscommon,Both sexes,Number,0
1437,Population at Each Census,1894,Mayo,Both sexes,Number,0
1438,Population at Each Census,1894,Leitrim,Both sexes,Number,0
1439,Population at Each Census,1894,State,Both sexes,Number,0
1440,Population at Each Census,1894,Waterford,Both sexes,Number,0
1441,Population at Each Census,1894,Tipperary,Both sexes,Number,0
1442,Population at Each Census,1894,Limerick,Both sexes,Number,0
1443,Population at Each Census,1894,Cork,Both sexes,Number,0
1444,Population at Each Census,1894,Kerry,Both sexes,Number,0
1445,Population at Each Census,1894,Wicklow,Both sexes,Number,0
1446,Population at Each Census,1894,Carlow,Both sexes,Number,0
1447,Population at Each Census,1894,Dublin,Both sexes,Number,0
1448,Population at Each Census,1894,Kildare,Both sexes,Number,0
1449,Population at Each Census,1894,Kilkenny,Both sexes,Number,0
1450,Population at Each Census,1894,Clare,Both sexes,Number,0
1451,Population at Each Census,1894,Longford,Both sexes,Number,0
1452,Population at Each Census,1894,Laois,Both sexes,Number,0
1453,Population at Each Census,1894,Meath,Both sexes,Number,0
1454,Population at Each Census,1894,Offaly,Both sexes,Number,0
1455,Population at Each Census,1894,Westmeath,Both sexes,Number,0
1456,Population at Each Census,1894,Wexford,Both sexes,Number,0
1457,Population at Each Census,1894,Louth,Both sexes,Number,0
1458,Population at Each Census,1895,Louth,Both sexes,Number,0
1459,Population at Each Census,1895,Westmeath,Both sexes,Number,0
1460,Population at Each Census,1895,Offaly,Both sexes,Number,0
1461,Population at Each Census,1895,Meath,Both sexes,Number,0
1462,Population at Each Census,1895,Longford,Both sexes,Number,0
1463,Population at Each Census,1895,Wicklow,Both sexes,Number,0
1464,Population at Each Census,1895,Kilkenny,Both sexes,Number,0
1465,Population at Each Census,1895,Kildare,Both sexes,Number,0
1466,Population at Each Census,1895,Dublin,Both sexes,Number,0
1467,Population at Each Census,1895,Carlow,Both sexes,Number,0
1468,Population at Each Census,1895,State,Both sexes,Number,0
1469,Population at Each Census,1895,Laois,Both sexes,Number,0
1470,Population at Each Census,1895,Wexford,Both sexes,Number,0
1471,Population at Each Census,1895,Clare,Both sexes,Number,0
1472,Population at Each Census,1895,Cork,Both sexes,Number,0
1473,Population at Each Census,1895,Donegal,Both sexes,Number,0
1474,Population at Each Census,1895,Cavan,Both sexes,Number,0
1475,Population at Each Census,1895,Sligo,Both sexes,Number,0
1476,Population at Each Census,1895,Roscommon,Both sexes,Number,0
1477,Population at Each Census,1895,Mayo,Both sexes,Number,0
1478,Population at Each Census,1895,Monaghan,Both sexes,Number,0
1479,Population at Each Census,1895,Galway,Both sexes,Number,0
1480,Population at Each Census,1895,Waterford,Both sexes,Number,0
1481,Population at Each Census,1895,Tipperary,Both sexes,Number,0
1482,Population at Each Census,1895,Limerick,Both sexes,Number,0
1483,Population at Each Census,1895,Kerry,Both sexes,Number,0
1484,Population at Each Census,1895,Leitrim,Both sexes,Number,0
1485,Population at Each Census,1896,Cork,Both sexes,Number,0
1486,Population at Each Census,1896,Kerry,Both sexes,Number,0
1487,Population at Each Census,1896,Limerick,Both sexes,Number,0
1488,Population at Each Census,1896,Tipperary,Both sexes,Number,0
1489,Population at Each Census,1896,Waterford,Both sexes,Number,0
1490,Population at Each Census,1896,Mayo,Both sexes,Number,0
1491,Population at Each Census,1896,Leitrim,Both sexes,Number,0
1492,Population at Each Census,1896,Roscommon,Both sexes,Number,0
1493,Population at Each Census,1896,Sligo,Both sexes,Number,0
1494,Population at Each Census,1896,Clare,Both sexes,Number,0
1495,Population at Each Census,1896,Galway,Both sexes,Number,0
1496,Population at Each Census,1896,Wicklow,Both sexes,Number,0
1497,Population at Each Census,1896,Longford,Both sexes,Number,0
1498,Population at Each Census,1896,Westmeath,Both sexes,Number,0
1499,Population at Each Census,1896,Offaly,Both sexes,Number,0
1500,Population at Each Census,1896,Meath,Both sexes,Number,0
1501,Population at Each Census,1896,Louth,Both sexes,Number,0
1502,Population at Each Census,1896,Donegal,Both sexes,Number,0
1503,Population at Each Census,1896,Laois,Both sexes,Number,0
1504,Population at Each Census,1896,Kilkenny,Both sexes,Number,0
1505,Population at Each Census,1896,Kildare,Both sexes,Number,0
1506,Population at Each Census,1896,Dublin,Both sexes,Number,0
1507,Population at Each Census,1896,Carlow,Both sexes,Number,0
1508,Population at Each Census,1896,State,Both sexes,Number,0
1509,Population at Each Census,1896,Wexford,Both sexes,Number,0
1510,Population at Each Census,1896,Cavan,Both sexes,Number,0
1511,Population at Each Census,1896,Monaghan,Both sexes,Number,0
1512,Population at Each Census,1897,Donegal,Both sexes,Number,0
1513,Population at Each Census,1897,Monaghan,Both sexes,Number,0
1514,Population at Each Census,1897,Cavan,Both sexes,Number,0
1515,Population at Each Census,1897,Sligo,Both sexes,Number,0
1516,Population at Each Census,1897,Roscommon,Both sexes,Number,0
1517,Population at Each Census,1897,Mayo,Both sexes,Number,0
1518,Population at Each Census,1897,Leitrim,Both sexes,Number,0
1519,Population at Each Census,1897,Galway,Both sexes,Number,0
1520,Population at Each Census,1897,Waterford,Both sexes,Number,0
1521,Population at Each Census,1897,Tipperary,Both sexes,Number,0
1522,Population at Each Census,1897,Limerick,Both sexes,Number,0
1523,Population at Each Census,1897,Kerry,Both sexes,Number,0
1524,Population at Each Census,1897,Cork,Both sexes,Number,0
1525,Population at Each Census,1897,State,Both sexes,Number,0
1526,Population at Each Census,1897,Wicklow,Both sexes,Number,0
1527,Population at Each Census,1897,Carlow,Both sexes,Number,0
1528,Population at Each Census,1897,Dublin,Both sexes,Number,0
1529,Population at Each Census,1897,Kildare,Both sexes,Number,0
1530,Population at Each Census,1897,Clare,Both sexes,Number,0
1531,Population at Each Census,1897,Laois,Both sexes,Number,0
1532,Population at Each Census,1897,Kilkenny,Both sexes,Number,0
1533,Population at Each Census,1897,Louth,Both sexes,Number,0
1534,Population at Each Census,1897,Meath,Both sexes,Number,0
1535,Population at Each Census,1897,Offaly,Both sexes,Number,0
1536,Population at Each Census,1897,Westmeath,Both sexes,Number,0
1537,Population at Each Census,1897,Wexford,Both sexes,Number,0
1538,Population at Each Census,1897,Longford,Both sexes,Number,0
1539,Population at Each Census,1898,Kerry,Both sexes,Number,0
1540,Population at Each Census,1898,Limerick,Both sexes,Number,0
1541,Population at Each Census,1898,Tipperary,Both sexes,Number,0
1542,Population at Each Census,1898,Waterford,Both sexes,Number,0
1543,Population at Each Census,1898,Sligo,Both sexes,Number,0
1544,Population at Each Census,1898,Leitrim,Both sexes,Number,0
1545,Population at Each Census,1898,Mayo,Both sexes,Number,0
1546,Population at Each Census,1898,Roscommon,Both sexes,Number,0
1547,Population at Each Census,1898,Cork,Both sexes,Number,0
1548,Population at Each Census,1898,Galway,Both sexes,Number,0
1549,Population at Each Census,1898,Wicklow,Both sexes,Number,0
1550,Population at Each Census,1898,Laois,Both sexes,Number,0
1551,Population at Each Census,1898,Westmeath,Both sexes,Number,0
1552,Population at Each Census,1898,Offaly,Both sexes,Number,0
1553,Population at Each Census,1898,Meath,Both sexes,Number,0
1554,Population at Each Census,1898,Louth,Both sexes,Number,0
1555,Population at Each Census,1898,Longford,Both sexes,Number,0
1556,Population at Each Census,1898,Kilkenny,Both sexes,Number,0
1557,Population at Each Census,1898,Kildare,Both sexes,Number,0
1558,Population at Each Census,1898,Dublin,Both sexes,Number,0
1559,Population at Each Census,1898,Carlow,Both sexes,Number,0
1560,Population at Each Census,1898,State,Both sexes,Number,0
1561,Population at Each Census,1898,Cavan,Both sexes,Number,0
1562,Population at Each Census,1898,Wexford,Both sexes,Number,0
1563,Population at Each Census,1898,Clare,Both sexes,Number,0
1564,Population at Each Census,1898,Donegal,Both sexes,Number,0
1565,Population at Each Census,1898,Monaghan,Both sexes,Number,0
1566,Population at Each Census,1899,State,Both sexes,Number,0
1567,Population at Each Census,1899,Monaghan,Both sexes,Number,0
1568,Population at Each Census,1899,Cavan,Both sexes,Number,0
1569,Population at Each Census,1899,Sligo,Both sexes,Number,0
1570,Population at Each Census,1899,Roscommon,Both sexes,Number,0
1571,Population at Each Census,1899,Mayo,Both sexes,Number,0
1572,Population at Each Census,1899,Leitrim,Both sexes,Number,0
1573,Population at Each Census,1899,Galway,Both sexes,Number,0
1574,Population at Each Census,1899,Waterford,Both sexes,Number,0
1575,Population at Each Census,1899,Tipperary,Both sexes,Number,0
1576,Population at Each Census,1899,Limerick,Both sexes,Number,0
1577,Population at Each Census,1899,Kerry,Both sexes,Number,0
1578,Population at Each Census,1899,Cork,Both sexes,Number,0
1579,Population at Each Census,1899,Donegal,Both sexes,Number,0
1580,Population at Each Census,1899,Wicklow,Both sexes,Number,0
1581,Population at Each Census,1899,Clare,Both sexes,Number,0
1582,Population at Each Census,1899,Dublin,Both sexes,Number,0
1583,Population at Each Census,1899,Kildare,Both sexes,Number,0
1584,Population at Each Census,1899,Kilkenny,Both sexes,Number,0
1585,Population at Each Census,1899,Laois,Both sexes,Number,0
1586,Population at Each Census,1899,Longford,Both sexes,Number,0
1587,Population at Each Census,1899,Carlow,Both sexes,Number,0
1588,Population at Each Census,1899,Meath,Both sexes,Number,0
1589,Population at Each Census,1899,Offaly,Both sexes,Number,0
1590,Population at Each Census,1899,Westmeath,Both sexes,Number,0
1591,Population at Each Census,1899,Wexford,Both sexes,Number,0
1592,Population at Each Census,1899,Louth,Both sexes,Number,0
1593,Population at Each Census,1900,Cork,Both sexes,Number,0
1594,Population at Each Census,1900,Kerry,Both sexes,Number,0
1595,Population at Each Census,1900,Limerick,Both sexes,Number,0
1596,Population at Each Census,1900,Sligo,Both sexes,Number,0
1597,Population at Each Census,1900,Tipperary,Both sexes,Number,0
1598,Population at Each Census,1900,Galway,Both sexes,Number,0
1599,Population at Each Census,1900,Leitrim,Both sexes,Number,0
1600,Population at Each Census,1900,Mayo,Both sexes,Number,0
1601,Population at Each Census,1900,Roscommon,Both sexes,Number,0
1602,Population at Each Census,1900,Clare,Both sexes,Number,0
1603,Population at Each Census,1900,Waterford,Both sexes,Number,0
1604,Population at Each Census,1900,Wicklow,Both sexes,Number,0
1605,Population at Each Census,1900,Longford,Both sexes,Number,0
1606,Population at Each Census,1900,Westmeath,Both sexes,Number,0
1607,Population at Each Census,1900,Offaly,Both sexes,Number,0
1608,Population at Each Census,1900,Meath,Both sexes,Number,0
1609,Population at Each Census,1900,Louth,Both sexes,Number,0
1610,Population at Each Census,1900,Laois,Both sexes,Number,0
1611,Population at Each Census,1900,Kilkenny,Both sexes,Number,0
1612,Population at Each Census,1900,Kildare,Both sexes,Number,0
1613,Population at Each Census,1900,Dublin,Both sexes,Number,0
1614,Population at Each Census,1900,Carlow,Both sexes,Number,0
1615,Population at Each Census,1900,State,Both sexes,Number,0
1616,Population at Each Census,1900,Monaghan,Both sexes,Number,0
1617,Population at Each Census,1900,Wexford,Both sexes,Number,0
1618,Population at Each Census,1900,Cavan,Both sexes,Number,0
1619,Population at Each Census,1900,Donegal,Both sexes,Number,0
1620,Population at Each Census,1901,Cavan,Both sexes,Number,97541
1621,Population at Each Census,1901,Donegal,Both sexes,Number,173722
1622,Population at Each Census,1901,Roscommon,Both sexes,Number,101791
1623,Population at Each Census,1901,Mayo,Both sexes,Number,199166
1624,Population at Each Census,1901,Leitrim,Both sexes,Number,69343
1625,Population at Each Census,1901,Galway,Both sexes,Number,192549
1626,Population at Each Census,1901,Waterford,Both sexes,Number,87187
1627,Population at Each Census,1901,Tipperary,Both sexes,Number,160232
1628,Population at Each Census,1901,Kerry,Both sexes,Number,165726
1629,Population at Each Census,1901,Cork,Both sexes,Number,404611
1630,Population at Each Census,1901,Clare,Both sexes,Number,112334
1631,Population at Each Census,1901,Wicklow,Both sexes,Number,60824
1632,Population at Each Census,1901,Wexford,Both sexes,Number,104104
1633,Population at Each Census,1901,Limerick,Both sexes,Number,146098
1634,Population at Each Census,1901,Offaly,Both sexes,Number,60187
1635,Population at Each Census,1901,Monaghan,Both sexes,Number,74611
1636,Population at Each Census,1901,Westmeath,Both sexes,Number,61629
1637,Population at Each Census,1901,State,Both sexes,Number,3221823
1638,Population at Each Census,1901,Carlow,Both sexes,Number,37748
1639,Population at Each Census,1901,Dublin,Both sexes,Number,448206
1640,Population at Each Census,1901,Kildare,Both sexes,Number,63566
1641,Population at Each Census,1901,Sligo,Both sexes,Number,84083
1642,Population at Each Census,1901,Laois,Both sexes,Number,57417
1643,Population at Each Census,1901,Longford,Both sexes,Number,46672
1644,Population at Each Census,1901,Louth,Both sexes,Number,65820
1645,Population at Each Census,1901,Meath,Both sexes,Number,67497
1646,Population at Each Census,1901,Kilkenny,Both sexes,Number,79159
1647,Population at Each Census,1902,Wicklow,Both sexes,Number,0
1648,Population at Each Census,1902,Wexford,Both sexes,Number,0
1649,Population at Each Census,1902,Westmeath,Both sexes,Number,0
1650,Population at Each Census,1902,Offaly,Both sexes,Number,0
1651,Population at Each Census,1902,Meath,Both sexes,Number,0
1652,Population at Each Census,1902,Laois,Both sexes,Number,0
1653,Population at Each Census,1902,Longford,Both sexes,Number,0
1654,Population at Each Census,1902,Kilkenny,Both sexes,Number,0
1655,Population at Each Census,1902,Kildare,Both sexes,Number,0
1656,Population at Each Census,1902,Carlow,Both sexes,Number,0
1657,Population at Each Census,1902,Louth,Both sexes,Number,0
1658,Population at Each Census,1902,Dublin,Both sexes,Number,0
1659,Population at Each Census,1902,Clare,Both sexes,Number,0
1660,Population at Each Census,1902,Kerry,Both sexes,Number,0
1661,Population at Each Census,1902,Limerick,Both sexes,Number,0
1662,Population at Each Census,1902,Tipperary,Both sexes,Number,0
1663,Population at Each Census,1902,Waterford,Both sexes,Number,0
1664,Population at Each Census,1902,Galway,Both sexes,Number,0
1665,Population at Each Census,1902,Leitrim,Both sexes,Number,0
1666,Population at Each Census,1902,Mayo,Both sexes,Number,0
1667,Population at Each Census,1902,Roscommon,Both sexes,Number,0
1668,Population at Each Census,1902,Sligo,Both sexes,Number,0
1669,Population at Each Census,1902,Cavan,Both sexes,Number,0
1670,Population at Each Census,1902,Monaghan,Both sexes,Number,0
1671,Population at Each Census,1902,State,Both sexes,Number,0
1672,Population at Each Census,1902,Cork,Both sexes,Number,0
1673,Population at Each Census,1902,Donegal,Both sexes,Number,0
1674,Population at Each Census,1903,Monaghan,Both sexes,Number,0
1675,Population at Each Census,1903,Donegal,Both sexes,Number,0
1676,Population at Each Census,1903,State,Both sexes,Number,0
1677,Population at Each Census,1903,Sligo,Both sexes,Number,0
1678,Population at Each Census,1903,Roscommon,Both sexes,Number,0
1679,Population at Each Census,1903,Mayo,Both sexes,Number,0
1680,Population at Each Census,1903,Leitrim,Both sexes,Number,0
1681,Population at Each Census,1903,Galway,Both sexes,Number,0
1682,Population at Each Census,1903,Tipperary,Both sexes,Number,0
1683,Population at Each Census,1903,Limerick,Both sexes,Number,0
1684,Population at Each Census,1903,Kerry,Both sexes,Number,0
1685,Population at Each Census,1903,Cork,Both sexes,Number,0
1686,Population at Each Census,1903,Clare,Both sexes,Number,0
1687,Population at Each Census,1903,Wicklow,Both sexes,Number,0
1688,Population at Each Census,1903,Waterford,Both sexes,Number,0
1689,Population at Each Census,1903,Westmeath,Both sexes,Number,0
1690,Population at Each Census,1903,Wexford,Both sexes,Number,0
1691,Population at Each Census,1903,Carlow,Both sexes,Number,0
1692,Population at Each Census,1903,Dublin,Both sexes,Number,0
1693,Population at Each Census,1903,Kildare,Both sexes,Number,0
1694,Population at Each Census,1903,Kilkenny,Both sexes,Number,0
1695,Population at Each Census,1903,Cavan,Both sexes,Number,0
1696,Population at Each Census,1903,Longford,Both sexes,Number,0
1697,Population at Each Census,1903,Louth,Both sexes,Number,0
1698,Population at Each Census,1903,Meath,Both sexes,Number,0
1699,Population at Each Census,1903,Offaly,Both sexes,Number,0
1700,Population at Each Census,1903,Laois,Both sexes,Number,0
1701,Population at Each Census,1904,Kerry,Both sexes,Number,0
1702,Population at Each Census,1904,Limerick,Both sexes,Number,0
1703,Population at Each Census,1904,Tipperary,Both sexes,Number,0
1704,Population at Each Census,1904,Waterford,Both sexes,Number,0
1705,Population at Each Census,1904,Galway,Both sexes,Number,0
1706,Population at Each Census,1904,Leitrim,Both sexes,Number,0
1707,Population at Each Census,1904,Sligo,Both sexes,Number,0
1708,Population at Each Census,1904,Roscommon,Both sexes,Number,0
1709,Population at Each Census,1904,Cavan,Both sexes,Number,0
1710,Population at Each Census,1904,Donegal,Both sexes,Number,0
1711,Population at Each Census,1904,State,Both sexes,Number,0
1712,Population at Each Census,1904,Mayo,Both sexes,Number,0
1713,Population at Each Census,1904,Monaghan,Both sexes,Number,0
1714,Population at Each Census,1904,Cork,Both sexes,Number,0
1715,Population at Each Census,1904,Wicklow,Both sexes,Number,0
1716,Population at Each Census,1904,Carlow,Both sexes,Number,0
1717,Population at Each Census,1904,Clare,Both sexes,Number,0
1718,Population at Each Census,1904,Dublin,Both sexes,Number,0
1719,Population at Each Census,1904,Kildare,Both sexes,Number,0
1720,Population at Each Census,1904,Laois,Both sexes,Number,0
1721,Population at Each Census,1904,Kilkenny,Both sexes,Number,0
1722,Population at Each Census,1904,Louth,Both sexes,Number,0
1723,Population at Each Census,1904,Meath,Both sexes,Number,0
1724,Population at Each Census,1904,Offaly,Both sexes,Number,0
1725,Population at Each Census,1904,Westmeath,Both sexes,Number,0
1726,Population at Each Census,1904,Wexford,Both sexes,Number,0
1727,Population at Each Census,1904,Longford,Both sexes,Number,0
1728,Population at Each Census,1905,Galway,Both sexes,Number,0
1729,Population at Each Census,1905,Limerick,Both sexes,Number,0
1730,Population at Each Census,1905,Tipperary,Both sexes,Number,0
1731,Population at Each Census,1905,Waterford,Both sexes,Number,0
1732,Population at Each Census,1905,Leitrim,Both sexes,Number,0
1733,Population at Each Census,1905,Monaghan,Both sexes,Number,0
1734,Population at Each Census,1905,Roscommon,Both sexes,Number,0
1735,Population at Each Census,1905,Sligo,Both sexes,Number,0
1736,Population at Each Census,1905,Cavan,Both sexes,Number,0
1737,Population at Each Census,1905,Donegal,Both sexes,Number,0
1738,Population at Each Census,1905,Mayo,Both sexes,Number,0
1739,Population at Each Census,1905,Cork,Both sexes,Number,0
1740,Population at Each Census,1905,Kerry,Both sexes,Number,0
1741,Population at Each Census,1905,Wicklow,Both sexes,Number,0
1742,Population at Each Census,1905,Carlow,Both sexes,Number,0
1743,Population at Each Census,1905,Dublin,Both sexes,Number,0
1744,Population at Each Census,1905,Kildare,Both sexes,Number,0
1745,Population at Each Census,1905,State,Both sexes,Number,0
1746,Population at Each Census,1905,Laois,Both sexes,Number,0
1747,Population at Each Census,1905,Kilkenny,Both sexes,Number,0
1748,Population at Each Census,1905,Louth,Both sexes,Number,0
1749,Population at Each Census,1905,Meath,Both sexes,Number,0
1750,Population at Each Census,1905,Offaly,Both sexes,Number,0
1751,Population at Each Census,1905,Westmeath,Both sexes,Number,0
1752,Population at Each Census,1905,Wexford,Both sexes,Number,0
1753,Population at Each Census,1905,Longford,Both sexes,Number,0
1754,Population at Each Census,1905,Clare,Both sexes,Number,0
1755,Population at Each Census,1906,Limerick,Both sexes,Number,0
1756,Population at Each Census,1906,Tipperary,Both sexes,Number,0
1757,Population at Each Census,1906,Waterford,Both sexes,Number,0
1758,Population at Each Census,1906,Galway,Both sexes,Number,0
1759,Population at Each Census,1906,Monaghan,Both sexes,Number,0
1760,Population at Each Census,1906,Roscommon,Both sexes,Number,0
1761,Population at Each Census,1906,Sligo,Both sexes,Number,0
1762,Population at Each Census,1906,Cavan,Both sexes,Number,0
1763,Population at Each Census,1906,Donegal,Both sexes,Number,0
1764,Population at Each Census,1906,Kerry,Both sexes,Number,0
1765,Population at Each Census,1906,Mayo,Both sexes,Number,0
1766,Population at Each Census,1906,Cork,Both sexes,Number,0
1767,Population at Each Census,1906,Leitrim,Both sexes,Number,0
1768,Population at Each Census,1906,Wicklow,Both sexes,Number,0
1769,Population at Each Census,1906,Clare,Both sexes,Number,0
1770,Population at Each Census,1906,State,Both sexes,Number,0
1771,Population at Each Census,1906,Carlow,Both sexes,Number,0
1772,Population at Each Census,1906,Dublin,Both sexes,Number,0
1773,Population at Each Census,1906,Kildare,Both sexes,Number,0
1774,Population at Each Census,1906,Kilkenny,Both sexes,Number,0
1775,Population at Each Census,1906,Louth,Both sexes,Number,0
1776,Population at Each Census,1906,Longford,Both sexes,Number,0
1777,Population at Each Census,1906,Meath,Both sexes,Number,0
1778,Population at Each Census,1906,Offaly,Both sexes,Number,0
1779,Population at Each Census,1906,Westmeath,Both sexes,Number,0
1780,Population at Each Census,1906,Wexford,Both sexes,Number,0
1781,Population at Each Census,1906,Laois,Both sexes,Number,0
1782,Population at Each Census,1907,Kerry,Both sexes,Number,0
1783,Population at Each Census,1907,Limerick,Both sexes,Number,0
1784,Population at Each Census,1907,Tipperary,Both sexes,Number,0
1785,Population at Each Census,1907,Waterford,Both sexes,Number,0
1786,Population at Each Census,1907,Leitrim,Both sexes,Number,0
1787,Population at Each Census,1907,Mayo,Both sexes,Number,0
1788,Population at Each Census,1907,Roscommon,Both sexes,Number,0
1789,Population at Each Census,1907,Sligo,Both sexes,Number,0
1790,Population at Each Census,1907,Cavan,Both sexes,Number,0
1791,Population at Each Census,1907,Galway,Both sexes,Number,0
1792,Population at Each Census,1907,Cork,Both sexes,Number,0
1793,Population at Each Census,1907,Wexford,Both sexes,Number,0
1794,Population at Each Census,1907,Wicklow,Both sexes,Number,0
1795,Population at Each Census,1907,Westmeath,Both sexes,Number,0
1796,Population at Each Census,1907,Offaly,Both sexes,Number,0
1797,Population at Each Census,1907,Meath,Both sexes,Number,0
1798,Population at Each Census,1907,Longford,Both sexes,Number,0
1799,Population at Each Census,1907,Laois,Both sexes,Number,0
1800,Population at Each Census,1907,Kilkenny,Both sexes,Number,0
1801,Population at Each Census,1907,Kildare,Both sexes,Number,0
1802,Population at Each Census,1907,Dublin,Both sexes,Number,0
1803,Population at Each Census,1907,Carlow,Both sexes,Number,0
1804,Population at Each Census,1907,State,Both sexes,Number,0
1805,Population at Each Census,1907,Clare,Both sexes,Number,0
1806,Population at Each Census,1907,Louth,Both sexes,Number,0
1807,Population at Each Census,1907,Donegal,Both sexes,Number,0
1808,Population at Each Census,1907,Monaghan,Both sexes,Number,0
1809,Population at Each Census,1908,Dublin,Both sexes,Number,0
1810,Population at Each Census,1908,Kildare,Both sexes,Number,0
1811,Population at Each Census,1908,Kilkenny,Both sexes,Number,0
1812,Population at Each Census,1908,Laois,Both sexes,Number,0
1813,Population at Each Census,1908,Longford,Both sexes,Number,0
1814,Population at Each Census,1908,Louth,Both sexes,Number,0
1815,Population at Each Census,1908,Meath,Both sexes,Number,0
1816,Population at Each Census,1908,Offaly,Both sexes,Number,0
1817,Population at Each Census,1908,Westmeath,Both sexes,Number,0
