,Statistic Label,CensusYear,County,Sex,UNIT,VALUE
971,Population at Each Census,1876,Limerick,Both sexes,Number,186284.0
972,Population at Each Census,1877,Tipperary,Both sexes,Number,206452.4
973,Population at Each Census,1877,Waterford,Both sexes,Number,116984.8
974,Population at Each Census,1877,Galway,Both sexes,Number,244586.2
975,Population at Each Census,1877,Leitrim,Both sexes,Number,92448.0
976,Population at Each Census,1877,Donegal,Both sexes,Number,210954.6
977,Population at Each Census,1877,Roscommon,Both sexes,Number,135762.0
978,Population at Each Census,1877,Sligo,Both sexes,Number,113144.0
979,Population at Each Census,1877,Cavan,Both sexes,Number,133979.6
980,Population at Each Census,1877,Limerick,Both sexes,Number,185153.6
981,Population at Each Census,1877,Monaghan,Both sexes,Number,107636.4
982,Population at Each Census,1877,Mayo,Both sexes,Number,245539.2
983,Population at Each Census,1877,Kerry,Both sexes,Number,199257.8
984,Population at Each Census,1877,Offaly,Both sexes,Number,74071.2
985,Population at Each Census,1877,Clare,Both sexes,Number,144019.8
986,Population at Each Census,1877,Wicklow,Both sexes,Number,73710.4
987,Population at Each Census,1877,Wexford,Both sexes,Number,127378.8
988,Population at Each Census,1877,Westmeath,Both sexes,Number,74451.6
989,Population at Each Census,1877,Meath,Both sexes,Number,90704.6
990,Population at Each Census,1877,Louth,Both sexes,Number,80218.8
991,Population at Each Census,1877,Longford,Both sexes,Number,62405.8
992,Population at Each Census,1877,Laois,Both sexes,Number,75782.8
993,Population at Each Census,1877,Kilkenny,Both sexes,Number,103470.2
994,Population at Each Census,1877,Dublin,Both sexes,Number,413450.8
995,Population at Each Census,1877,State,Both sexes,Number,3943286.8
996,Population at Each Census,1877,Cork,Both sexes,Number,504194.6
997,Population at Each Census,1877,Kildare,Both sexes,Number,78928.0
998,Population at Each Census,1877,Carlow,Both sexes,Number,48600.8
999,Population at Each Census,1878,Clare,Both sexes,Number,143379.1
1000,Population at Each Census,1878,Carlow,Both sexes,Number,48092.6
1001,Population at Each Census,1878,Dublin,Both sexes,Number,414815.6
1002,Population at Each Census,1878,Kildare,Both sexes,Number,78147.0
1003,Population at Each Census,1878,Kilkenny,Both sexes,Number,102485.4
1004,Population at Each Census,1878,Laois,Both sexes,Number,75118.1
1005,Population at Each Census,1878,Longford,Both sexes,Number,62056.6
1006,Population at Each Census,1878,Louth,Both sexes,Number,79585.1
1007,Population at Each Census,1878,Meath,Both sexes,Number,89895.7
1008,Population at Each Census,1878,Offaly,Both sexes,Number,73766.4
1009,Population at Each Census,1878,Westmeath,Both sexes,Number,73788.2
1010,Population at Each Census,1878,Wexford,Both sexes,Number,126497.6
1011,Population at Each Census,1878,Wicklow,Both sexes,Number,72879.3
1012,Population at Each Census,1878,Monaghan,Both sexes,Number,106414.3
1013,Population at Each Census,1878,Cork,Both sexes,Number,502047.7
1014,Population at Each Census,1878,Kerry,Both sexes,Number,199703.1
1015,Population at Each Census,1878,Limerick,Both sexes,Number,184023.2
1016,Population at Each Census,1878,Tipperary,Both sexes,Number,204742.3
1017,Population at Each Census,1878,Waterford,Both sexes,Number,115930.6
1018,Population at Each Census,1878,Galway,Both sexes,Number,243940.9
1019,Population at Each Census,1878,Leitrim,Both sexes,Number,91929.0
1020,Population at Each Census,1878,Mayo,Both sexes,Number,245457.4
1021,Population at Each Census,1878,Roscommon,Both sexes,Number,134944.0
1022,Population at Each Census,1878,Sligo,Both sexes,Number,112752.5
1023,Population at Each Census,1878,Cavan,Both sexes,Number,132853.7
1024,Population at Each Census,1878,Donegal,Both sexes,Number,209724.7
1025,Population at Each Census,1878,State,Both sexes,Number,3924970.1
1026,Population at Each Census,1879,Dublin,Both sexes,Number,416180.4
1027,Population at Each Census,1879,State,Both sexes,Number,3906653.4
1028,Population at Each Census,1879,Monaghan,Both sexes,Number,105192.2
1029,Population at Each Census,1879,Cavan,Both sexes,Number,131727.8
1030,Population at Each Census,1879,Sligo,Both sexes,Number,112361.0
1031,Population at Each Census,1879,Roscommon,Both sexes,Number,134126.0
1032,Population at Each Census,1879,Mayo,Both sexes,Number,245375.6
1033,Population at Each Census,1879,Leitrim,Both sexes,Number,91410.0
1034,Population at Each Census,1879,Galway,Both sexes,Number,243295.6
1035,Population at Each Census,1879,Waterford,Both sexes,Number,114876.4
1036,Population at Each Census,1879,Tipperary,Both sexes,Number,203032.2
1037,Population at Each Census,1879,Limerick,Both sexes,Number,182892.8
1038,Population at Each Census,1879,Kerry,Both sexes,Number,200148.4
1039,Population at Each Census,1879,Carlow,Both sexes,Number,47584.4
1040,Population at Each Census,1879,Cork,Both sexes,Number,499900.8
1041,Population at Each Census,1879,Wicklow,Both sexes,Number,72048.2
1042,Population at Each Census,1879,Wexford,Both sexes,Number,125616.4
1043,Population at Each Census,1879,Westmeath,Both sexes,Number,73124.8
1044,Population at Each Census,1879,Offaly,Both sexes,Number,73461.6
1045,Population at Each Census,1879,Meath,Both sexes,Number,89086.8
1046,Population at Each Census,1879,Louth,Both sexes,Number,78951.4
1047,Population at Each Census,1879,Longford,Both sexes,Number,61707.4
1048,Population at Each Census,1879,Laois,Both sexes,Number,74453.4
1049,Population at Each Census,1879,Kilkenny,Both sexes,Number,101500.6
1050,Population at Each Census,1879,Kildare,Both sexes,Number,77366.0
1051,Population at Each Census,1879,Clare,Both sexes,Number,142738.4
1052,Population at Each Census,1879,Donegal,Both sexes,Number,208494.8
1053,Population at Each Census,1880,Kildare,Both sexes,Number,76585.0
1054,Population at Each Census,1880,State,Both sexes,Number,3888336.7
1055,Population at Each Census,1880,Kilkenny,Both sexes,Number,100515.8
1056,Population at Each Census,1880,Laois,Both sexes,Number,73788.7
1057,Population at Each Census,1880,Longford,Both sexes,Number,61358.2
1058,Population at Each Census,1880,Louth,Both sexes,Number,78317.7
1059,Population at Each Census,1880,Meath,Both sexes,Number,88277.9
1060,Population at Each Census,1880,Offaly,Both sexes,Number,73156.8
1061,Population at Each Census,1880,Westmeath,Both sexes,Number,72461.4
1062,Population at Each Census,1880,Wexford,Both sexes,Number,124735.2
1063,Population at Each Census,1880,Wicklow,Both sexes,Number,71217.1
1064,Population at Each Census,1880,Carlow,Both sexes,Number,47076.2
1065,Population at Each Census,1880,Dublin,Both sexes,Number,417545.2
1066,Population at Each Census,1880,Kerry,Both sexes,Number,200593.7
1067,Population at Each Census,1880,Tipperary,Both sexes,Number,201322.1
1068,Population at Each Census,1880,Waterford,Both sexes,Number,113822.2
1069,Population at Each Census,1880,Galway,Both sexes,Number,242650.3
1070,Population at Each Census,1880,Leitrim,Both sexes,Number,90891.0
1071,Population at Each Census,1880,Mayo,Both sexes,Number,245293.8
1072,Population at Each Census,1880,Roscommon,Both sexes,Number,133308.0
1073,Population at Each Census,1880,Sligo,Both sexes,Number,111969.5
1074,Population at Each Census,1880,Cavan,Both sexes,Number,130601.9
1075,Population at Each Census,1880,Donegal,Both sexes,Number,207264.9
1076,Population at Each Census,1880,Monaghan,Both sexes,Number,103970.1
1077,Population at Each Census,1880,Limerick,Both sexes,Number,181762.4
1078,Population at Each Census,1880,Cork,Both sexes,Number,497753.9
1079,Population at Each Census,1880,Clare,Both sexes,Number,142097.7
1080,Population at Each Census,1881,Cavan,Both sexes,Number,129476.0
1081,Population at Each Census,1881,Monaghan,Both sexes,Number,102748.0
1082,Population at Each Census,1881,Donegal,Both sexes,Number,206035.0
1083,Population at Each Census,1881,Sligo,Both sexes,Number,111578.0
1084,Population at Each Census,1881,Roscommon,Both sexes,Number,132490.0
1085,Population at Each Census,1881,Mayo,Both sexes,Number,245212.0
1086,Population at Each Census,1881,Leitrim,Both sexes,Number,90372.0
1087,Population at Each Census,1881,Galway,Both sexes,Number,242005.0
1088,Population at Each Census,1881,Waterford,Both sexes,Number,112768.0
1089,Population at Each Census,1881,Limerick,Both sexes,Number,180632.0
1090,Population at Each Census,1881,Kerry,Both sexes,Number,201039.0
1091,Population at Each Census,1881,Cork,Both sexes,Number,495607.0
1092,Population at Each Census,1881,Clare,Both sexes,Number,141457.0
1093,Population at Each Census,1881,Wicklow,Both sexes,Number,70386.0
1094,Population at Each Census,1881,Tipperary,Both sexes,Number,199612.0
1095,Population at Each Census,1881,Westmeath,Both sexes,Number,71798.0
1096,Population at Each Census,1881,State,Both sexes,Number,3870020.0
1097,Population at Each Census,1881,Wexford,Both sexes,Number,123854.0
1098,Population at Each Census,1881,Carlow,Both sexes,Number,46568.0
1099,Population at Each Census,1881,Dublin,Both sexes,Number,418910.0
1100,Population at Each Census,1881,Kilkenny,Both sexes,Number,99531.0
1101,Population at Each Census,1881,Kildare,Both sexes,Number,75804.0
1102,Population at Each Census,1881,Longford,Both sexes,Number,61009.0
1103,Population at Each Census,1881,Louth,Both sexes,Number,77684.0
1104,Population at Each Census,1881,Meath,Both sexes,Number,87469.0
1105,Population at Each Census,1881,Offaly,Both sexes,Number,72852.0
1106,Population at Each Census,1881,Laois,Both sexes,Number,73124.0
1107,Population at Each Census,1882,Meath,Both sexes,Number,86420.8
1108,Population at Each Census,1882,Wexford,Both sexes,Number,122646.4
1109,Population at Each Census,1882,Westmeath,Both sexes,Number,71129.1
1110,Population at Each Census,1882,Offaly,Both sexes,Number,72123.1
1111,Population at Each Census,1882,Louth,Both sexes,Number,77019.4
1112,Population at Each Census,1882,Kildare,Both sexes,Number,75244.2
1113,Population at Each Census,1882,Laois,Both sexes,Number,72299.9
1114,Population at Each Census,1882,Kilkenny,Both sexes,Number,98304.0
1115,Population at Each Census,1882,Dublin,Both sexes,Number,418940.6
1116,Population at Each Census,1882,Wicklow,Both sexes,Number,69561.0
1117,Population at Each Census,1882,Longford,Both sexes,Number,60172.8
1118,Population at Each Census,1882,Clare,Both sexes,Number,139759.6
1119,Population at Each Census,1882,Monaghan,Both sexes,Number,101093.8
1120,Population at Each Census,1882,Cork,Both sexes,Number,489889.5
1121,Population at Each Census,1882,Kerry,Both sexes,Number,198848.7
1122,Population at Each Census,1882,Limerick,Both sexes,Number,178460.0
1123,Population at Each Census,1882,Tipperary,Both sexes,Number,196969.6
1124,Population at Each Census,1882,Waterford,Both sexes,Number,111316.3
1125,Population at Each Census,1882,Galway,Both sexes,Number,239275.7
1126,Population at Each Census,1882,Leitrim,Both sexes,Number,89196.6
1127,Population at Each Census,1882,Mayo,Both sexes,Number,242594.2
1128,Population at Each Census,1882,Roscommon,Both sexes,Number,130680.7
1129,Population at Each Census,1882,Sligo,Both sexes,Number,110221.5
1130,Population at Each Census,1882,State,Both sexes,Number,3829887.4
1131,Population at Each Census,1882,Cavan,Both sexes,Number,127720.1
1132,Population at Each Census,1882,Donegal,Both sexes,Number,203995.0
1133,Population at Each Census,1882,Carlow,Both sexes,Number,46004.8
1134,Population at Each Census,1883,Dublin,Both sexes,Number,418971.2
1135,Population at Each Census,1883,Donegal,Both sexes,Number,201955.0
1136,Population at Each Census,1883,Kildare,Both sexes,Number,74684.4
1137,Population at Each Census,1883,Kilkenny,Both sexes,Number,97077.0
1138,Population at Each Census,1883,Laois,Both sexes,Number,71475.8
1139,Population at Each Census,1883,Longford,Both sexes,Number,59336.6
1140,Population at Each Census,1883,Louth,Both sexes,Number,76354.8
1141,Population at Each Census,1883,Meath,Both sexes,Number,85372.6
1142,Population at Each Census,1883,Offaly,Both sexes,Number,71394.2
1143,Population at Each Census,1883,Westmeath,Both sexes,Number,70460.2
1144,Population at Each Census,1883,Wexford,Both sexes,Number,121438.8
1145,Population at Each Census,1883,Wicklow,Both sexes,Number,68736.0
1146,Population at Each Census,1883,Clare,Both sexes,Number,138062.2
1147,Population at Each Census,1883,Kerry,Both sexes,Number,196658.4
1148,Population at Each Census,1883,Limerick,Both sexes,Number,176288.0
1149,Population at Each Census,1883,Tipperary,Both sexes,Number,194327.2
1150,Population at Each Census,1883,Waterford,Both sexes,Number,109864.6
1151,Population at Each Census,1883,Galway,Both sexes,Number,236546.4
1152,Population at Each Census,1883,Leitrim,Both sexes,Number,88021.2
1153,Population at Each Census,1883,Mayo,Both sexes,Number,239976.4
1154,Population at Each Census,1883,Roscommon,Both sexes,Number,128871.4
1155,Population at Each Census,1883,Sligo,Both sexes,Number,108865.0
1156,Population at Each Census,1883,Cavan,Both sexes,Number,125964.2
1157,Population at Each Census,1883,Monaghan,Both sexes,Number,99439.6
1158,Population at Each Census,1883,Cork,Both sexes,Number,484172.0
1159,Population at Each Census,1883,Carlow,Both sexes,Number,45441.6
1160,Population at Each Census,1883,State,Both sexes,Number,3789754.8
1161,Population at Each Census,1884,Clare,Both sexes,Number,136364.8
1162,Population at Each Census,1884,Dublin,Both sexes,Number,419001.8
1163,Population at Each Census,1884,Kildare,Both sexes,Number,74124.6
1164,Population at Each Census,1884,Kilkenny,Both sexes,Number,95850.0
1165,Population at Each Census,1884,Laois,Both sexes,Number,70651.7
1166,Population at Each Census,1884,Longford,Both sexes,Number,58500.4
1167,Population at Each Census,1884,Louth,Both sexes,Number,75690.2
1168,Population at Each Census,1884,Meath,Both sexes,Number,84324.4
1169,Population at Each Census,1884,Offaly,Both sexes,Number,70665.3
1170,Population at Each Census,1884,Westmeath,Both sexes,Number,69791.3
1171,Population at Each Census,1884,Wexford,Both sexes,Number,120231.2
1172,Population at Each Census,1884,Wicklow,Both sexes,Number,67911.0
1173,Population at Each Census,1884,Monaghan,Both sexes,Number,97785.4
1174,Population at Each Census,1884,Cork,Both sexes,Number,478454.5
1175,Population at Each Census,1884,Kerry,Both sexes,Number,194468.1
1176,Population at Each Census,1884,Limerick,Both sexes,Number,174116.0
1177,Population at Each Census,1884,Tipperary,Both sexes,Number,191684.8
1178,Population at Each Census,1884,Waterford,Both sexes,Number,108412.9
1179,Population at Each Census,1884,Galway,Both sexes,Number,233817.1
1180,Population at Each Census,1884,Leitrim,Both sexes,Number,86845.8
1181,Population at Each Census,1884,Mayo,Both sexes,Number,237358.6
1182,Population at Each Census,1884,Roscommon,Both sexes,Number,127062.1
1183,Population at Each Census,1884,Sligo,Both sexes,Number,107508.5
1184,Population at Each Census,1884,Carlow,Both sexes,Number,44878.4
1185,Population at Each Census,1884,State,Both sexes,Number,3749622.2
1186,Population at Each Census,1884,Donegal,Both sexes,Number,199915.0
1187,Population at Each Census,1884,Cavan,Both sexes,Number,124208.3
1188,Population at Each Census,1885,Carlow,Both sexes,Number,44315.2
1189,Population at Each Census,1885,Sligo,Both sexes,Number,106152.0
1190,Population at Each Census,1885,Roscommon,Both sexes,Number,125252.8
1191,Population at Each Census,1885,Mayo,Both sexes,Number,234740.8
1192,Population at Each Census,1885,Leitrim,Both sexes,Number,85670.4
1193,Population at Each Census,1885,Galway,Both sexes,Number,231087.8
1194,Population at Each Census,1885,Waterford,Both sexes,Number,106961.2
1195,Population at Each Census,1885,Tipperary,Both sexes,Number,189042.4
1196,Population at Each Census,1885,Limerick,Both sexes,Number,171944.0
1197,Population at Each Census,1885,Kerry,Both sexes,Number,192277.8
1198,Population at Each Census,1885,Cork,Both sexes,Number,472737.0
1199,Population at Each Census,1885,Clare,Both sexes,Number,134667.4
1200,Population at Each Census,1885,Wexford,Both sexes,Number,119023.6
1201,Population at Each Census,1885,Westmeath,Both sexes,Number,69122.4
1202,Population at Each Census,1885,Offaly,Both sexes,Number,69936.4
1203,Population at Each Census,1885,Meath,Both sexes,Number,83276.2
1204,Population at Each Census,1885,Louth,Both sexes,Number,75025.6
1205,Population at Each Census,1885,Longford,Both sexes,Number,57664.2
1206,Population at Each Census,1885,Laois,Both sexes,Number,69827.6
1207,Population at Each Census,1885,Kilkenny,Both sexes,Number,94623.0
1208,Population at Each Census,1885,Kildare,Both sexes,Number,73564.8
1209,Population at Each Census,1885,Dublin,Both sexes,Number,419032.4
1210,Population at Each Census,1885,Wicklow,Both sexes,Number,67086.0
1211,Population at Each Census,1885,Monaghan,Both sexes,Number,96131.2
1212,Population at Each Census,1885,State,Both sexes,Number,3709489.6
1213,Population at Each Census,1885,Donegal,Both sexes,Number,197875.0
1214,Population at Each Census,1885,Cavan,Both sexes,Number,122452.4
1215,Population at Each Census,1886,Cavan,Both sexes,Number,120696.5
1216,Population at Each Census,1886,Sligo,Both sexes,Number,104795.5
1217,Population at Each Census,1886,Roscommon,Both sexes,Number,123443.5
1218,Population at Each Census,1886,Mayo,Both sexes,Number,232123.0
1219,Population at Each Census,1886,Leitrim,Both sexes,Number,84495.0
1220,Population at Each Census,1886,Galway,Both sexes,Number,228358.5
1221,Population at Each Census,1886,Waterford,Both sexes,Number,105509.5
1222,Population at Each Census,1886,Tipperary,Both sexes,Number,186400.0
1223,Population at Each Census,1886,Limerick,Both sexes,Number,169772.0
1224,Population at Each Census,1886,Kerry,Both sexes,Number,190087.5
1225,Population at Each Census,1886,Clare,Both sexes,Number,132970.0
1226,Population at Each Census,1886,State,Both sexes,Number,3669357.0
1227,Population at Each Census,1886,Westmeath,Both sexes,Number,68453.5
1228,Population at Each Census,1886,Offaly,Both sexes,Number,69207.5
1229,Population at Each Census,1886,Meath,Both sexes,Number,82228.0
1230,Population at Each Census,1886,Louth,Both sexes,Number,74361.0
1231,Population at Each Census,1886,Longford,Both sexes,Number,56828.0
1232,Population at Each Census,1886,Laois,Both sexes,Number,69003.5
1233,Population at Each Census,1886,Kilkenny,Both sexes,Number,93396.0
1234,Population at Each Census,1886,Kildare,Both sexes,Number,73005.0
1235,Population at Each Census,1886,Dublin,Both sexes,Number,419063.0
1236,Population at Each Census,1886,Carlow,Both sexes,Number,43752.0
1237,Population at Each Census,1886,Wexford,Both sexes,Number,117816.0
1238,Population at Each Census,1886,Wicklow,Both sexes,Number,66261.0
1239,Population at Each Census,1886,Cork,Both sexes,Number,467019.5
1240,Population at Each Census,1886,Monaghan,Both sexes,Number,94477.0
1241,Population at Each Census,1886,Donegal,Both sexes,Number,195835.0
1242,Population at Each Census,1887,Donegal,Both sexes,Number,193795.0
1243,Population at Each Census,1887,Cavan,Both sexes,Number,118940.6
1244,Population at Each Census,1887,Sligo,Both sexes,Number,103439.0
1245,Population at Each Census,1887,Roscommon,Both sexes,Number,121634.2
1246,Population at Each Census,1887,Mayo,Both sexes,Number,229505.2
1247,Population at Each Census,1887,Leitrim,Both sexes,Number,83319.6
1248,Population at Each Census,1887,Galway,Both sexes,Number,225629.2
1249,Population at Each Census,1887,Waterford,Both sexes,Number,104057.8
1250,Population at Each Census,1887,Tipperary,Both sexes,Number,183757.6
1251,Population at Each Census,1887,Limerick,Both sexes,Number,167600.0
1252,Population at Each Census,1887,Carlow,Both sexes,Number,43188.8
1253,Population at Each Census,1887,Dublin,Both sexes,Number,419093.6
1254,Population at Each Census,1887,Clare,Both sexes,Number,131272.6
1255,Population at Each Census,1887,Wicklow,Both sexes,Number,65436.0
1256,Population at Each Census,1887,Wexford,Both sexes,Number,116608.4
1257,Population at Each Census,1887,Westmeath,Both sexes,Number,67784.6
1258,Population at Each Census,1887,Offaly,Both sexes,Number,68478.6
1259,Population at Each Census,1887,Meath,Both sexes,Number,81179.8
1260,Population at Each Census,1887,Louth,Both sexes,Number,73696.4
1261,Population at Each Census,1887,Longford,Both sexes,Number,55991.8
1262,Population at Each Census,1887,Laois,Both sexes,Number,68179.4
1263,Population at Each Census,1887,Kilkenny,Both sexes,Number,92169.0
1264,Population at Each Census,1887,Kildare,Both sexes,Number,72445.2
1265,Population at Each Census,1887,Cork,Both sexes,Number,461302.0
1266,Population at Each Census,1887,Kerry,Both sexes,Number,187897.2
1267,Population at Each Census,1887,Monaghan,Both sexes,Number,92822.8
1268,Population at Each Census,1887,State,Both sexes,Number,3629224.4
1269,Population at Each Census,1888,Cork,Both sexes,Number,455584.5
1270,Population at Each Census,1888,Kilkenny,Both sexes,Number,90942.0
1271,Population at Each Census,1888,Laois,Both sexes,Number,67355.3
1272,Population at Each Census,1888,Longford,Both sexes,Number,55155.6
1273,Population at Each Census,1888,Louth,Both sexes,Number,73031.8
1274,Population at Each Census,1888,Meath,Both sexes,Number,80131.6
1275,Population at Each Census,1888,Offaly,Both sexes,Number,67749.7
1276,Population at Each Census,1888,Westmeath,Both sexes,Number,67115.7
1277,Population at Each Census,1888,Wexford,Both sexes,Number,115400.8
1278,Population at Each Census,1888,Wicklow,Both sexes,Number,64611.0
1279,Population at Each Census,1888,Clare,Both sexes,Number,129575.2
1280,Population at Each Census,1888,Kerry,Both sexes,Number,185706.9
1281,Population at Each Census,1888,Limerick,Both sexes,Number,165428.0
1282,Population at Each Census,1888,Tipperary,Both sexes,Number,181115.2
1283,Population at Each Census,1888,Waterford,Both sexes,Number,102606.1
1284,Population at Each Census,1888,Galway,Both sexes,Number,222899.9
1285,Population at Each Census,1888,Leitrim,Both sexes,Number,82144.2
1286,Population at Each Census,1888,Mayo,Both sexes,Number,226887.4
1287,Population at Each Census,1888,Roscommon,Both sexes,Number,119824.9
1288,Population at Each Census,1888,Sligo,Both sexes,Number,102082.5
1289,Population at Each Census,1888,Cavan,Both sexes,Number,117184.7
1290,Population at Each Census,1888,Donegal,Both sexes,Number,191755.0
1291,Population at Each Census,1888,Monaghan,Both sexes,Number,91168.6
1292,Population at Each Census,1888,Kildare,Both sexes,Number,71885.4
1293,Population at Each Census,1888,Dublin,Both sexes,Number,419124.2
1294,Population at Each Census,1888,Carlow,Both sexes,Number,42625.6
1295,Population at Each Census,1888,State,Both sexes,Number,3589091.8
1296,Population at Each Census,1889,State,Both sexes,Number,3548959.2
1297,Population at Each Census,1889,Monaghan,Both sexes,Number,89514.4
1298,Population at Each Census,1889,Donegal,Both sexes,Number,189715.0
1299,Population at Each Census,1889,Cavan,Both sexes,Number,115428.8
1300,Population at Each Census,1889,Sligo,Both sexes,Number,100726.0
1301,Population at Each Census,1889,Roscommon,Both sexes,Number,118015.6
1302,Population at Each Census,1889,Mayo,Both sexes,Number,224269.6
1303,Population at Each Census,1889,Leitrim,Both sexes,Number,80968.8
1304,Population at Each Census,1889,Galway,Both sexes,Number,220170.6
1305,Population at Each Census,1889,Waterford,Both sexes,Number,101154.4
1306,Population at Each Census,1889,Tipperary,Both sexes,Number,178472.8
1307,Population at Each Census,1889,Limerick,Both sexes,Number,163256.0
1308,Population at Each Census,1889,Kerry,Both sexes,Number,183516.6
1309,Population at Each Census,1889,Cork,Both sexes,Number,449867.0
1310,Population at Each Census,1889,Wicklow,Both sexes,Number,63786.0
1311,Population at Each Census,1889,Wexford,Both sexes,Number,114193.2
1312,Population at Each Census,1889,Westmeath,Both sexes,Number,66446.8
1313,Population at Each Census,1889,Offaly,Both sexes,Number,67020.8
1314,Population at Each Census,1889,Meath,Both sexes,Number,79083.4
1315,Population at Each Census,1889,Louth,Both sexes,Number,72367.2
1316,Population at Each Census,1889,Longford,Both sexes,Number,54319.4
1317,Population at Each Census,1889,Laois,Both sexes,Number,66531.2
1318,Population at Each Census,1889,Kilkenny,Both sexes,Number,89715.0
1319,Population at Each Census,1889,Kildare,Both sexes,Number,71325.6
1320,Population at Each Census,1889,Dublin,Both sexes,Number,419154.8
1321,Population at Each Census,1889,Clare,Both sexes,Number,127877.8
1322,Population at Each Census,1889,Carlow,Both sexes,Number,42062.4
1323,Population at Each Census,1890,State,Both sexes,Number,3508826.6
1324,Population at Each Census,1890,Donegal,Both sexes,Number,187675.0
1325,Population at Each Census,1890,Dublin,Both sexes,Number,419185.4
1326,Population at Each Census,1890,Kildare,Both sexes,Number,70765.8
1327,Population at Each Census,1890,Kilkenny,Both sexes,Number,88488.0
1328,Population at Each Census,1890,Laois,Both sexes,Number,65707.1
1329,Population at Each Census,1890,Longford,Both sexes,Number,53483.2
1330,Population at Each Census,1890,Louth,Both sexes,Number,71702.6
1331,Population at Each Census,1890,Meath,Both sexes,Number,78035.2
1332,Population at Each Census,1890,Offaly,Both sexes,Number,66291.9
1333,Population at Each Census,1890,Westmeath,Both sexes,Number,65777.9
1334,Population at Each Census,1890,Wexford,Both sexes,Number,112985.6
1335,Population at Each Census,1890,Wicklow,Both sexes,Number,62961.0
1336,Population at Each Census,1890,Clare,Both sexes,Number,126180.4
1337,Population at Each Census,1890,Cork,Both sexes,Number,444149.5
1338,Population at Each Census,1890,Kerry,Both sexes,Number,181326.3
1339,Population at Each Census,1890,Limerick,Both sexes,Number,161084.0
1340,Population at Each Census,1890,Tipperary,Both sexes,Number,175830.4
1341,Population at Each Census,1890,Waterford,Both sexes,Number,99702.7
1342,Population at Each Census,1890,Galway,Both sexes,Number,217441.3
1343,Population at Each Census,1890,Leitrim,Both sexes,Number,79793.4
1344,Population at Each Census,1890,Mayo,Both sexes,Number,221651.8
1345,Population at Each Census,1890,Roscommon,Both sexes,Number,116206.3
1346,Population at Each Census,1890,Sligo,Both sexes,Number,99369.5
1347,Population at Each Census,1890,Cavan,Both sexes,Number,113672.9
1348,Population at Each Census,1890,Monaghan,Both sexes,Number,87860.2
1349,Population at Each Census,1890,Carlow,Both sexes,Number,41499.2
1350,Population at Each Census,1891,Cavan,Both sexes,Number,111917.0
1351,Population at Each Census,1891,Mayo,Both sexes,Number,219034.0
1352,Population at Each Census,1891,Roscommon,Both sexes,Number,114397.0
1353,Population at Each Census,1891,Monaghan,Both sexes,Number,86206.0
1354,Population at Each Census,1891,Donegal,Both sexes,Number,185635.0
1355,Population at Each Census,1891,State,Both sexes,Number,3468694.0
1356,Population at Each Census,1891,Carlow,Both sexes,Number,40936.0
1357,Population at Each Census,1891,Dublin,Both sexes,Number,419216.0
1358,Population at Each Census,1891,Kildare,Both sexes,Number,70206.0
1359,Population at Each Census,1891,Kilkenny,Both sexes,Number,87261.0
1360,Population at Each Census,1891,Laois,Both sexes,Number,64883.0
1361,Population at Each Census,1891,Longford,Both sexes,Number,52647.0
1362,Population at Each Census,1891,Louth,Both sexes,Number,71038.0
1363,Population at Each Census,1891,Meath,Both sexes,Number,76987.0
1364,Population at Each Census,1891,Sligo,Both sexes,Number,98013.0
1365,Population at Each Census,1891,Westmeath,Both sexes,Number,65109.0
1366,Population at Each Census,1891,Offaly,Both sexes,Number,65563.0
1367,Population at Each Census,1891,Galway,Both sexes,Number,214712.0
1368,Population at Each Census,1891,Waterford,Both sexes,Number,98251.0
1369,Population at Each Census,1891,Tipperary,Both sexes,Number,173188.0
1370,Population at Each Census,1891,Limerick,Both sexes,Number,158912.0
1371,Population at Each Census,1891,Leitrim,Both sexes,Number,78618.0
1372,Population at Each Census,1891,Cork,Both sexes,Number,438432.0
1373,Population at Each Census,1891,Clare,Both sexes,Number,124483.0
1374,Population at Each Census,1891,Wicklow,Both sexes,Number,62136.0
1375,Population at Each Census,1891,Wexford,Both sexes,Number,111778.0
1376,Population at Each Census,1891,Kerry,Both sexes,Number,179136.0
1377,Population at Each Census,1892,Monaghan,Both sexes,Number,85046.5
1378,Population at Each Census,1892,Kerry,Both sexes,Number,177795.0
1379,Population at Each Census,1892,Cavan,Both sexes,Number,110479.4
1380,Population at Each Census,1892,Sligo,Both sexes,Number,96620.0
1381,Population at Each Census,1892,Roscommon,Both sexes,Number,113136.4
1382,Population at Each Census,1892,Leitrim,Both sexes,Number,77690.5
1383,Population at Each Census,1892,Galway,Both sexes,Number,212495.7
1384,Population at Each Census,1892,Waterford,Both sexes,Number,97144.6
1385,Population at Each Census,1892,Tipperary,Both sexes,Number,171892.4
1386,Population at Each Census,1892,Limerick,Both sexes,Number,157630.6
1387,Population at Each Census,1892,Donegal,Both sexes,Number,184443.7
1388,Population at Each Census,1892,Mayo,Both sexes,Number,217047.2
1389,Population at Each Census,1892,Wicklow,Both sexes,Number,62004.8
1390,Population at Each Census,1892,Clare,Both sexes,Number,123268.1
1391,Population at Each Census,1892,State,Both sexes,Number,3444006.9
1392,Population at Each Census,1892,Carlow,Both sexes,Number,40617.2
1393,Population at Each Census,1892,Dublin,Both sexes,Number,422115.0
1394,Population at Each Census,1892,Kildare,Both sexes,Number,69542.0
